138;[-0.91, -0.9];0;0.0021;0.21;-0.21;0.21
139;[-0.9, -0.89];0;0.0021;0.21;-0.21;0.21
140;[-0.89, -0.89];0;0.0022;0.22;-0.22;0.22
141;[-0.89, -0.88];0;0.0022;0.22;-0.22;0.22
142;[-0.88, -0.87];0;0.0022;0.22;-0.22;0.22
143;[-0.87, -0.86];0;0.0022;0.22;-0.22;0.22
144;[-0.86, -0.85];0;0.0022;0.22;-0.22;0.22
145;[-0.85, -0.85];0;0.0022;0.22;-0.22;0.22
146;[-0.85, -0.84];0;0.0022;0.22;-0.22;0.22
147;[-0.84, -0.83];0;0.0023;0.23;-0.23;0.23
148;[-0.83, -0.82];0;0.0023;0.23;-0.23;0.23
149;[-0.82, -0.81];0;0.0023;0.23;-0.23;0.23
150;[-0.81, -0.81];0;0.0023;0.23;-0.23;0.23
151;[-0.81, -0.8];0;0.0023;0.23;-0.23;0.23
152;[-0.8, -0.79];0;0.0023;0.23;-0.23;0.23
153;[-0.79, -0.78];0;0.0023;0.23;-0.23;0.23
154;[-0.78, -0.77];0;0.0024;0.24;-0.24;0.24
155;[-0.77, -0.77];0;0.0024;0.24;-0.24;0.24
156;[-0.77, -0.76];0;0.0024;0.24;-0.24;0.24
157;[-0.76, -0.75];0;0.0024;0.24;-0.24;0.24
158;[-0.75, -0.74];0;0.0024;0.24;-0.24;0.24
159;[-0.74, -0.73];0;0.0024;0.24;-0.24;0.24
160;[-0.73, -0.73];1;0.0025;0.25;0.75;2.33
161;[-0.73, -0.72];0;0.0025;0.25;-0.25;0.25
162;[-0.72, -0.71];0;0.0025;0.25;-0.25;0.25
163;[-0.71, -0.7];1;0.0025;0.25;0.75;2.26
164;[-0.7, -0.69];0;0.0025;0.25;-0.25;0.25
165;[-0.69, -0.69];0;0.0025;0.25;-0.25;0.25
166;[-0.69, -0.68];0;0.0025;0.25;-0.25;0.25
167;[-0.68, -0.67];1;0.0025;0.25;0.75;2.18
168;[-0.67, -0.66];0;0.0026;0.26;-0.26;0.26
169;[-0.66, -0.65];0;0.0026;0.26;-0.26;0.26
170;[-0.65, -0.65];0;0.0026;0.26;-0.26;0.26
171;[-0.65, -0.64];0;0.0026;0.26;-0.26;0.26
172;[-0.64, -0.63];1;0.0026;0.26;0.74;2.08
173;[-0.63, -0.62];0;0.0026;0.26;-0.26;0.26
174;[-0.62, -0.61];0;0.0026;0.26;-0.26;0.26
175;[-0.61, -0.61];0;0.0027;0.27;-0.27;0.27
176;[-0.61, -0.6];0;0.0027;0.27;-0.27;0.27
177;[-0.6, -0.59];0;0.0027;0.27;-0.27;0.27
178;[-0.59, -0.58];0;0.0027;0.27;-0.27;0.27
179;[-0.58, -0.57];0;0.0027;0.27;-0.27;0.27
180;[-0.57, -0.57];0;0.0027;0.27;-0.27;0.27
181;[-0.57, -0.56];0;0.0027;0.27;-0.27;0.27
182;[-0.56, -0.55];0;0.0027;0.27;-0.27;0.27
183;[-0.55, -0.54];0;0.0028;0.28;-0.28;0.28
184;[-0.54, -0.53];1;0.0028;0.28;0.72;1.89
185;[-0.53, -0.53];0;0.0028;0.28;-0.28;0.28
186;[-0.53, -0.52];1;0.0028;0.28;0.72;1.86
187;[-0.52, -0.51];0;0.0028;0.28;-0.28;0.28
188;[-0.51, -0.5];0;0.0028;0.28;-0.28;0.28
189;[-0.5, -0.49];0;0.0028;0.28;-0.28;0.28
190;[-0.49, -0.48];0;0.0028;0.28;-0.28;0.28
191;[-0.48, -0.48];0;0.0028;0.28;-0.28;0.28
192;[-0.48, -0.47];1;0.0029;0.29;0.71;1.78
193;[-0.47, -0.46];0;0.0029;0.29;-0.29;0.29
194;[-0.46, -0.45];0;0.0029;0.29;-0.29;0.29
195;[-0.45, -0.44];0;0.0029;0.29;-0.29;0.29
196;[-0.44, -0.44];0;0.0029;0.29;-0.29;0.29
197;[-0.44, -0.43];0;0.0029;0.29;-0.29;0.29
198;[-0.43, -0.42];0;0.0029;0.29;-0.29;0.29
199;[-0.42, -0.41];0;0.0029;0.29;-0.29;0.29
200;[-0.41, -0.4];0;0.0029;0.29;-0.29;0.29
201;[-0.4, -0.4];0;0.003;0.3;-0.3;0.3
202;[-0.4, -0.39];0;0.003;0.3;-0.3;0.3
203;[-0.39, -0.38];1;0.003;0.3;0.7;1.66
204;[-0.38, -0.37];0;0.003;0.3;-0.3;0.3
205;[-0.37, -0.36];0;0.003;0.3;-0.3;0.3
206;[-0.36, -0.36];0;0.003;0.3;-0.3;0.3
207;[-0.36, -0.35];0;0.003;0.3;-0.3;0.3
208;[-0.35, -0.34];0;0.003;0.3;-0.3;0.3
209;[-0.34, -0.33];0;0.003;0.3;-0.3;0.3
210;[-0.33, -0.32];0;0.003;0.3;-0.3;0.3
211;[-0.32, -0.32];0;0.003;0.3;-0.3;0.3
212;[-0.32, -0.31];1;0.003;0.3;0.7;1.59
213;[-0.31, -0.3];1;0.0031;0.31;0.69;1.58
214;[-0.3, -0.29];0;0.0031;0.31;-0.31;0.31
215;[-0.29, -0.28];0;0.0031;0.31;-0.31;0.31
216;[-0.28, -0.28];0;0.0031;0.31;-0.31;0.31
217;[-0.28, -0.27];0;0.0031;0.31;-0.31;0.31
218;[-0.27, -0.26];0;0.0031;0.31;-0.31;0.31
219;[-0.26, -0.25];0;0.0031;0.31;-0.31;0.31
220;[-0.25, -0.24];0;0.0031;0.31;-0.31;0.31
221;[-0.24, -0.24];0;0.0031;0.31;-0.31;0.31
222;[-0.24, -0.23];0;0.0031;0.31;-0.31;0.31
223;[-0.23, -0.22];0;0.0031;0.31;-0.31;0.31
224;[-0.22, -0.21];0;0.0031;0.31;-0.31;0.31
225;[-0.21, -0.2];1;0.0031;0.31;0.69;1.51
226;[-0.2, -0.2];0;0.0031;0.31;-0.31;0.31
227;[-0.2, -0.19];0;0.0031;0.31;-0.31;0.31
228;[-0.19, -0.18];0;0.0031;0.31;-0.31;0.31
229;[-0.18, -0.17];0;0.0031;0.31;-0.31;0.31
230;[-0.17, -0.16];0;0.0032;0.32;-0.32;0.32
231;[-0.16, -0.16];1;0.0032;0.32;0.68;1.48
232;[-0.16, -0.15];0;0.0032;0.32;-0.32;0.32
233;[-0.15, -0.14];0;0.0032;0.32;-0.32;0.32
234;[-0.14, -0.13];0;0.0032;0.32;-0.32;0.32
235;[-0.13, -0.12];0;0.0032;0.32;-0.32;0.32
236;[-0.12, -0.12];0;0.0032;0.32;-0.32;0.32
237;[-0.12, -0.11];0;0.0032;0.32;-0.32;0.32
238;[-0.11, -0.1];0;0.0032;0.32;-0.32;0.32
239;[-0.1, -0.09];0;0.0032;0.32;-0.32;0.32
240;[-0.09, -0.08];0;0.0032;0.32;-0.32;0.32
241;[-0.08, -0.08];0;0.0032;0.32;-0.32;0.32
242;[-0.08, -0.07];0;0.0032;0.32;-0.32;0.32
243;[-0.07, -0.06];0;0.0032;0.32;-0.32;0.32
244;[-0.06, -0.05];0;0.0032;0.32;-0.32;0.32
245;[-0.05, -0.04];0;0.0032;0.32;-0.32;0.32
246;[-0.04, -0.04];0;0.0032;0.32;-0.32;0.32
247;[-0.04, -0.03];0;0.0032;0.32;-0.32;0.32
248;[-0.03, -0.02];0;0.0032;0.32;-0.32;0.32
249;[-0.02, -0.01];1;0.0032;0.32;0.68;1.45
250;[-0.01, -0.0];0;0.0032;0.32;-0.32;0.32
251;[-0.0, 0.0];0;0.0032;0.32;-0.32;0.32
252;[0.0, 0.01];0;0.0032;0.32;-0.32;0.32
253;[0.01, 0.02];0;0.0032;0.32;-0.32;0.32
254;[0.02, 0.03];0;0.0032;0.32;-0.32;0.32
255;[0.03, 0.04];0;0.0032;0.32;-0.32;0.32
256;[0.04, 0.04];0;0.0032;0.32;-0.32;0.32
257;[0.04, 0.05];0;0.0032;0.32;-0.32;0.32
258;[0.05, 0.06];0;0.0032;0.32;-0.32;0.32
259;[0.06, 0.07];0;0.0032;0.32;-0.32;0.32
260;[0.07, 0.08];0;0.0032;0.32;-0.32;0.32
261;[0.08, 0.08];0;0.0032;0.32;-0.32;0.32
262;[0.08, 0.09];0;0.0032;0.32;-0.32;0.32
263;[0.09, 0.1];1;0.0032;0.32;0.68;1.46
264;[0.1, 0.11];0;0.0032;0.32;-0.32;0.32
265;[0.11, 0.12];1;0.0032;0.32;0.68;1.46
266;[0.12, 0.12];0;0.0032;0.32;-0.32;0.32
267;[0.12, 0.13];0;0.0032;0.32;-0.32;0.32
268;[0.13, 0.14];0;0.0032;0.32;-0.32;0.32
269;[0.14, 0.15];0;0.0032;0.32;-0.32;0.32
270;[0.15, 0.16];0;0.0032;0.32;-0.32;0.32
271;[0.16, 0.16];0;0.0032;0.32;-0.32;0.32
272;[0.16, 0.17];0;0.0032;0.32;-0.32;0.32
273;[0.17, 0.18];1;0.0031;0.31;0.69;1.49
274;[0.18, 0.19];0;0.0031;0.31;-0.31;0.31
275;[0.19, 0.2];0;0.0031;0.31;-0.31;0.31
276;[0.2, 0.2];0;0.0031;0.31;-0.31;0.31
277;[0.2, 0.21];1;0.0031;0.31;0.69;1.51
278;[0.21, 0.22];0;0.0031;0.31;-0.31;0.31
279;[0.22, 0.23];0;0.0031;0.31;-0.31;0.31
280;[0.23, 0.24];0;0.0031;0.31;-0.31;0.31
281;[0.24, 0.24];0;0.0031;0.31;-0.31;0.31
282;[0.24, 0.25];0;0.0031;0.31;-0.31;0.31
283;[0.25, 0.26];0;0.0031;0.31;-0.31;0.31
284;[0.26, 0.27];0;0.0031;0.31;-0.31;0.31
285;[0.27, 0.28];0;0.0031;0.31;-0.31;0.31
286;[0.28, 0.28];0;0.0031;0.31;-0.31;0.31
287;[0.28, 0.29];0;0.0031;0.31;-0.31;0.31
288;[0.29, 0.3];0;0.0031;0.31;-0.31;0.31
289;[0.3, 0.31];0;0.0031;0.31;-0.31;0.31
290;[0.31, 0.32];0;0.003;0.3;-0.3;0.3
291;[0.32, 0.32];0;0.003;0.3;-0.3;0.3
292;[0.32, 0.33];0;0.003;0.3;-0.3;0.3
293;[0.33, 0.34];0;0.003;0.3;-0.3;0.3
294;[0.34, 0.35];0;0.003;0.3;-0.3;0.3
295;[0.35, 0.36];0;0.003;0.3;-0.3;0.3
296;[0.36, 0.36];0;0.003;0.3;-0.3;0.3
297;[0.36, 0.37];1;0.003;0.3;0.7;1.65
298;[0.37, 0.38];0;0.003;0.3;-0.3;0.3
299;[0.38, 0.39];1;0.003;0.3;0.7;1.66
300;[0.39, 0.4];0;0.003;0.3;-0.3;0.3
301;[0.4, 0.4];0;0.003;0.3;-0.3;0.3
302;[0.4, 0.41];0;0.0029;0.29;-0.29;0.29
303;[0.41, 0.42];0;0.0029;0.29;-0.29;0.29
304;[0.42, 0.43];0;0.0029;0.29;-0.29;0.29
305;[0.43, 0.44];1;0.0029;0.29;0.71;1.73
306;[0.44, 0.44];1;0.0029;0.29;0.71;1.74
307;[0.44, 0.45];1;0.0029;0.29;0.71;1.75
308;[0.45, 0.46];1;0.0029;0.29;0.71;1.76
309;[0.46, 0.47];0;0.0029;0.29;-0.29;0.29
310;[0.47, 0.48];0;0.0029;0.29;-0.29;0.29
311;[0.48, 0.48];1;0.0028;0.28;0.72;1.8
312;[0.48, 0.49];0;0.0028;0.28;-0.28;0.28
313;[0.49, 0.5];0;0.0028;0.28;-0.28;0.28
314;[0.5, 0.51];1;0.0028;0.28;0.72;1.83
315;[0.51, 0.52];0;0.0028;0.28;-0.28;0.28
316;[0.52, 0.53];0;0.0028;0.28;-0.28;0.28
317;[0.53, 0.53];0;0.0028;0.28;-0.28;0.28
318;[0.53, 0.54];0;0.0028;0.28;-0.28;0.28
319;[0.54, 0.55];0;0.0028;0.28;-0.28;0.28
320;[0.55, 0.56];0;0.0027;0.27;-0.27;0.27
321;[0.56, 0.57];0;0.0027;0.27;-0.27;0.27
322;[0.57, 0.57];0;0.0027;0.27;-0.27;0.27
323;[0.57, 0.58];0;0.0027;0.27;-0.27;0.27
324;[0.58, 0.59];0;0.0027;0.27;-0.27;0.27
325;[0.59, 0.6];2;0.0027;0.27;1.73;11.18
326;[0.6, 0.61];0;0.0027;0.27;-0.27;0.27
327;[0.61, 0.61];0;0.0027;0.27;-0.27;0.27
328;[0.61, 0.62];0;0.0026;0.26;-0.26;0.26
329;[0.62, 0.63];0;0.0026;0.26;-0.26;0.26
330;[0.63, 0.64];0;0.0026;0.26;-0.26;0.26
331;[0.64, 0.65];1;0.0026;0.26;0.74;2.1
332;[0.65, 0.65];1;0.0026;0.26;0.74;2.12
333;[0.65, 0.66];0;0.0026;0.26;-0.26;0.26
334;[0.66, 0.67];0;0.0026;0.26;-0.26;0.26
335;[0.67, 0.68];0;0.0025;0.25;-0.25;0.25
336;[0.68, 0.69];0;0.0025;0.25;-0.25;0.25
337;[0.69, 0.69];0;0.0025;0.25;-0.25;0.25
338;[0.69, 0.7];0;0.0025;0.25;-0.25;0.25
339;[0.7, 0.71];0;0.0025;0.25;-0.25;0.25
340;[0.71, 0.72];0;0.0025;0.25;-0.25;0.25
341;[0.72, 0.73];0;0.0025;0.25;-0.25;0.25
342;[0.73, 0.73];0;0.0025;0.25;-0.25;0.25
343;[0.73, 0.74];0;0.0024;0.24;-0.24;0.24
344;[0.74, 0.75];0;0.0024;0.24;-0.24;0.24
345;[0.75, 0.76];0;0.0024;0.24;-0.24;0.24
346;[0.76, 0.77];0;0.0024;0.24;-0.24;0.24
347;[0.77, 0.77];0;0.0024;0.24;-0.24;0.24
348;[0.77, 0.78];0;0.0024;0.24;-0.24;0.24
349;[0.78, 0.79];0;0.0023;0.23;-0.23;0.23
350;[0.79, 0.8];0;0.0023;0.23;-0.23;0.23
351;[0.8, 0.81];0;0.0023;0.23;-0.23;0.23
352;[0.81, 0.81];0;0.0023;0.23;-0.23;0.23
353;[0.81, 0.82];0;0.0023;0.23;-0.23;0.23
354;[0.82, 0.83];1;0.0023;0.23;0.77;2.62
355;[0.83, 0.84];1;0.0023;0.23;0.77;2.65
356;[0.84, 0.85];2;0.0022;0.22;1.78;14.05
357;[0.85, 0.85];1;0.0022;0.22;0.78;2.71
358;[0.85, 0.86];0;0.0022;0.22;-0.22;0.22
359;[0.86, 0.87];0;0.0022;0.22;-0.22;0.22
360;[0.87, 0.88];0;0.0022;0.22;-0.22;0.22
361;[0.88, 0.89];0;0.0022;0.22;-0.22;0.22
362;[0.89, 0.89];0;0.0022;0.22;-0.22;0.22
363;[0.89, 0.9];0;0.0021;0.21;-0.21;0.21
364;[0.9, 0.91];0;0.0021;0.21;-0.21;0.21
365;[0.91, 0.92];0;0.0021;0.21;-0.21;0.21
366;[0.92, 0.93];0;0.0021;0.21;-0.21;0.21
367;[0.93, 0.93];1;0.0021;0.21;0.79;3.03
368;[0.93, 0.94];0;0.0021;0.21;-0.21;0.21
369;[0.94, 0.95];0;0.002;0.2;-0.2;0.2
370;[0.95, 0.96];0;0.002;0.2;-0.2;0.2
371;[0.96, 0.97];0;0.002;0.2;-0.2;0.2
372;[0.97, 0.97];0;0.002;0.2;-0.2;0.2
373;[0.97, 0.98];0;0.002;0.2;-0.2;0.2
374;[0.98, 0.99];0;0.002;0.2;-0.2;0.2
375;[0.99, 1.0];0;0.002;0.2;-0.2;0.2
376;[1.0, 1.01];0;0.0019;0.19;-0.19;0.19
377;[1.01, 1.01];0;0.0019;0.19;-0.19;0.19
378;[1.01, 1.02];0;0.0019;0.19;-0.19;0.19
379;[1.02, 1.03];0;0.0019;0.19;-0.19;0.19
380;[1.03, 1.04];0;0.0019;0.19;-0.19;0.19
381;[1.04, 1.05];0;0.0019;0.19;-0.19;0.19
382;[1.05, 1.05];0;0.0018;0.18;-0.18;0.18
383;[1.05, 1.06];0;0.0018;0.18;-0.18;0.18
384;[1.06, 1.07];1;0.0018;0.18;0.82;3.7
385;[1.07, 1.08];0;0.0018;0.18;-0.18;0.18
386;[1.08, 1.09];0;0.0018;0.18;-0.18;0.18
387;[1.09, 1.09];0;0.0018;0.18;-0.18;0.18
388;[1.09, 1.1];1;0.0017;0.17;0.83;3.89
389;[1.1, 1.11];0;0.0017;0.17;-0.17;0.17
390;[1.11, 1.12];0;0.0017;0.17;-0.17;0.17
391;[1.12, 1.13];0;0.0017;0.17;-0.17;0.17
392;[1.13, 1.13];0;0.0017;0.17;-0.17;0.17
393;[1.13, 1.14];0;0.0017;0.17;-0.17;0.17
394;[1.14, 1.15];0;0.0017;0.17;-0.17;0.17
395;[1.15, 1.16];1;0.0016;0.16;0.84;4.25
396;[1.16, 1.17];0;0.0016;0.16;-0.16;0.16
397;[1.17, 1.17];0;0.0016;0.16;-0.16;0.16
398;[1.17, 1.18];0;0.0016;0.16;-0.16;0.16
399;[1.18, 1.19];0;0.0016;0.16;-0.16;0.16
400;[1.19, 1.2];0;0.0016;0.16;-0.16;0.16
401;[1.2, 1.21];0;0.0016;0.16;-0.16;0.16
402;[1.21, 1.21];1;0.0015;0.15;0.85;4.66
403;[1.21, 1.22];0;0.0015;0.15;-0.15;0.15
404;[1.22, 1.23];1;0.0015;0.15;0.85;4.78
405;[1.23, 1.24];1;0.0015;0.15;0.85;4.85
406;[1.24, 1.25];0;0.0015;0.15;-0.15;0.15
407;[1.25, 1.25];0;0.0015;0.15;-0.15;0.15
408;[1.25, 1.26];0;0.0014;0.14;-0.14;0.14
409;[1.26, 1.27];0;0.0014;0.14;-0.14;0.14
410;[1.27, 1.28];0;0.0014;0.14;-0.14;0.14
411;[1.28, 1.29];0;0.0014;0.14;-0.14;0.14
412;[1.29, 1.29];1;0.0014;0.14;0.86;5.33
413;[1.29, 1.3];0;0.0014;0.14;-0.14;0.14
414;[1.3, 1.31];0;0.0014;0.14;-0.14;0.14
415;[1.31, 1.32];0;0.0013;0.13;-0.13;0.13
416;[1.32, 1.33];0;0.0013;0.13;-0.13;0.13
417;[1.33, 1.33];0;0.0013;0.13;-0.13;0.13
418;[1.33, 1.34];0;0.0013;0.13;-0.13;0.13
419;[1.34, 1.35];0;0.0013;0.13;-0.13;0.13
420;[1.35, 1.36];0;0.0013;0.13;-0.13;0.13
421;[1.36, 1.37];0;0.0013;0.13;-0.13;0.13
422;[1.37, 1.37];0;0.0012;0.12;-0.12;0.12
423;[1.37, 1.38];0;0.0012;0.12;-0.12;0.12
424;[1.38, 1.39];0;0.0012;0.12;-0.12;0.12
425;[1.39, 1.4];0;0.0012;0.12;-0.12;0.12
426;[1.4, 1.41];0;0.0012;0.12;-0.12;0.12
427;[1.41, 1.41];0;0.0012;0.12;-0.12;0.12
428;[1.41, 1.42];0;0.0012;0.12;-0.12;0.12
429;[1.42, 1.43];0;0.0012;0.12;-0.12;0.12
430;[1.43, 1.44];0;0.0011;0.11;-0.11;0.11
431;[1.44, 1.45];1;0.0011;0.11;0.89;6.97
432;[1.45, 1.45];0;0.0011;0.11;-0.11;0.11
433;[1.45, 1.46];1;0.0011;0.11;0.89;7.17
